FP_n1	FP_n2	FP_n3	FP_f1	FP_f2	FP_f3	FP_p1	FP_p2	FP_p3	Ch_n1	Ch_n2	Ch_n3	Ch_f1	Ch_f2	Ch_f3	Ch_p1	Ch_p2	Ch_p3	Ch_FDR005	Ch_FDR001	FP_FDR005	FP_FDR001	Protein_Group	Proteins
0	0	0	0	0	0	0	0	0	-1.344	-0.937	-0.793	1.858	2.324	2.431	-0.791	-1.52	-1.23	significant	significant	not significant	not significant	Q9D9Q6	CALR3
-0.138	-0.115	-0.116	-0.082	-0.046	-0.086	0.228	0.17	0.186	-0.679	-0.533	-0.356	1.081	1.232	0.806	-0.634	-0.371	-0.545	significant	significant	not significant	not significant	O35887	CALU
0.188	0.083	0.066	-1.043	-0.514	-0.482	0.756	0.38	0.566	0.472	0.941	0.836	-1.293	1.331	-0.937	-1.29	-0.559	0.499	not significant	not significant	significant	significant	P28652	CAMK2B
-0.046	-0.238	-0.299	-0.075	-0.004	-0.262	0.297	0.414	0.211	-0.517	-0.24	-0.31	0.364	0.132	0.059	0.244	0.387	-0.119	not significant	not significant	not significant	not significant	"Q923T9;Q923T9-2;Q923T9-3"	CAMK2G
-1.645	-2.678	-1.794	-0.322	-0.281	0.214	2.188	2.232	2.086	0.189	-0.948	0.121	0.169	0.471	0.254	-0.172	-0.11	0.026	not significant	not significant	significant	significant	Q3UHL1	CAMKV
0.222	0.079	-0.155	0.182	0.157	0.16	-0.121	-0.157	-0.367	-1.004	-1.194	-1.531	0.209	1.456	1.314	0.224	0.385	0.14	significant	significant	not significant	not significant	A2AHC3	CAMSAP1
-0.565	-0.745	-0.771	-0.348	0.139	0.463	0.49	0.661	0.677	-3.495	-0.75	-0.519	0.909	1.09	0.579	0.814	0.925	0.447	significant	significant	significant	significant	Q8C1B1	CAMSAP2
-0.092	-0.027	-0.176	0.489	0.264	0.356	-0.099	-0.281	-0.434	-0.442	-0.469	-0.579	0.834	0.899	0.867	-0.177	-0.291	-0.642	significant	significant	significant	not significant	Q80VC9-11	CAMSAP3 (isof.)
-0.063	0.113	0.125	-0.201	-0.152	0.069	-0.067	0.078	0.098	-1.31	-1.335	-1.309	1.216	0.868	0.942	0.485	0.43	0.011	significant	significant	not significant	not significant	Q80VC9-9	CAMSAP3
-0.133	-0.147	-0.148	-0.23	-0.162	-0.041	0.27	0.303	0.289	0.763	0.694	0.703	-0.233	-0.218	-0.906	-0.213	-0.322	-0.269	significant	significant	not significant	not significant	Q6ZQ38	CAND1
-0.606	-0.769	-0.694	0.122	-0.097	-0.088	0.74	0.73	0.662	-0.558	-1.018	-0.541	0.39	0.549	0.147	0.616	0.393	0.022	significant	not significant	significant	significant	Q6ZQ73	CAND2
-0.327	-0.132	-0.081	0.002	0.055	-0.057	0.177	0.061	0.302	-0.005	0.057	0.147	0.426	0.322	-0.38	-0.082	-0.5	0.015	not significant	not significant	not significant	not significant	P35564	CANX
-0.264	-0.361	-0.372	0.11	0.218	0.154	0.184	0.119	0.213	-0.23	-0.511	0.198	0.91	0.229	-0.574	-0.152	-0.136	0.265	not significant	not significant	significant	not significant	P40124	CAP1
1.469	1.404	1.496	0.095	0.091	0.112	-1.452	-1.625	-1.59	0.828	0.517	0.931	1.531	1.682	0.871	-2.846	-2.063	-1.45	significant	significant	significant	significant	O35350	CAPN1
-0.596	-0.659	-0.327	-1.139	-0.941	-1.143	1.551	1.665	1.589	0.705	-1.159	-1.842	-1.353	-1.493	-2.478	2.58	2.505	2.536	significant	significant	significant	significant	O08529	CAPN2
0.871	0.994	0.865	-0.255	-0.245	-0.586	-0.551	0.119	-1.212	1.348	1.32	1.163	0.467	-0.343	-0.156	-1.815	-1.239	-0.744	significant	significant	significant	significant	O08688	CAPN5
-2.149	-1.964	-0.532	-0.97	-0.657	-1.2	2.517	2.518	2.436	-1.101	-0.851	-1.18	-1.699	-0.841	-2.287	2.582	3.093	2.285	significant	significant	significant	significant	O35646	CAPN6
0.564	0.42	0.705	-0.729	-0.508	-0.555	-0.056	0.007	0.151	-2.349	-2.646	-2.757	-2.63	3.593	2.92	3.212	-2.186	2.844	significant	significant	significant	significant	O88456	CAPNS1
0.04	0.011	-0.028	0.059	0.034	0.122	-0.121	-0.035	-0.083	0.1	0.285	0.231	-0.097	-0.003	-0.189	-0.097	-0.185	-0.045	not significant	not significant	not significant	not significant	Q60865	CAPRIN1
0.297	0.152	0.244	0.043	0.013	-0.072	-0.189	-0.241	-0.247	0.96	0.623	0.759	0.404	0.292	0.376	-0.913	-1.139	-1.362	significant	significant	not significant	not significant	Q05A80	CAPRIN2
0.174	0.083	0.143	0	-0.152	-0.147	-0.21	0.038	0.071	0.055	0.214	0.069	0.182	0.107	-0.338	-0.25	0.03	-0.069	not significant	not significant	not significant	not significant	P47753	CAPZA1
-0.124	-0.102	-0.105	0.147	0.135	0.168	-0.057	-0.03	-0.032	-0.369	-0.16	-0.633	0.389	0.43	-0.078	0.037	0.195	0.188	not significant	not significant	not significant	not significant	P47754	CAPZA2
-0.046	-0.002	0.104	0.103	0.08	0.023	-0.011	-0.214	-0.036	-0.396	-0.383	-0.445	0.156	0.255	0.048	0.194	0.322	0.248	significant	not significant	not significant	not significant	"P47757-2;P47757-4"	CAPZB
0	0	0	0	0	0	0	0	0	-1.651	-1.187	-1.778	1.673	1.54	0.142	1.749	-1.78	1.291	significant	significant	not significant	not significant	Q9D1I2	CARD19
-1.091	-1.337	-1.135	0.279	0.294	0.336	0.92	0.845	0.889	-3.187	-0.582	-0.369	0.218	0.565	-0.159	1.07	1.367	1.078	significant	significant	significant	significant	Q9CR86	CARHSP1
-0.137	-0.098	0.16	-0.18	-0.045	0.028	0.132	0.068	0.073	0.708	0.764	0.123	0.357	-0.253	-0.557	0.738	-3.082	1.203	not significant	not significant	not significant	not significant	"Q9WVG6;Q9WVG6-2"	CARM1
-0.124	-0.046	0.021	-0.186	0.333	0.342	-0.32	0.029	-0.05	0	-0.739	-0.948	0.501	0.83	0.366	-0.147	0.146	-0.008	significant	not significant	not significant	not significant	Q6EDY6	CARMIL1
0.922	0.089	0.3	0.51	0.424	-0.479	-1.559	-0.395	0.188	-0.606	-0.602	-0.181	-0.055	0.642	-0.041	-0.292	-0.146	1.282	not significant	not significant	significant	not significant	Q3V3V9	CARMIL2
0.793	0.306	0.825	0.065	-0.181	-0.002	-0.468	-0.72	-0.618	1.035	0.876	0.429	0.607	-0.362	0.175	-0.609	-1.14	-1.011	significant	significant	significant	significant	Q80UY1	CARNMT1
0.059	0.088	0.087	0.021	0.03	0.138	-0.121	-0.145	-0.158	0.073	0.247	0.007	0.445	0.275	-0.263	2.496	-2.363	-0.916	not significant	not significant	not significant	not significant	Q9ER72	CARS1
0.713	0.551	0.665	-0.017	0.132	0.012	-0.666	-1.183	-0.208	1.464	1.31	1.128	0.288	1.333	-1.655	-1.576	-0.932	-1.36	significant	significant	significant	significant	Q8BYM8	CARS2
-0.992	-1.189	-0.827	0.167	0.21	-0.034	0.962	0.99	0.713	-0.299	-0.633	-0.502	0.125	0.212	-0.189	0.431	0.401	0.456	significant	not significant	significant	significant	Q8K3W3	CASC3
0.575	0.509	0.52	-1.012	-1.067	-1.297	0.706	0.551	0.515	-0.01	0.58	0.364	-1.234	-0.575	-2.562	1.091	1.219	1.127	significant	significant	significant	significant	"O70589;O70589-3;O70589-4;O70589-5"	CASK
0.834	-0.429	0.859	-0.928	-1.06	-0.675	0.592	0.459	0.348	-1.499	-0.557	0.588	0.736	-1.833	-1.861	1.654	1.267	1.504	significant	significant	significant	significant	Q8VHK1	CASKIN2
0.03	-0.105	-1.06	0.73	0.777	-0.702	-0.372	-0.694	1.398	-0.331	0.971	-1.807	0.784	-0.859	0.578	0.892	0.578	-0.807	not significant	not significant	not significant	not significant	O08736	CASP12
-0.044	-0.196	-0.037	-0.239	-0.067	-0.112	0.351	0.361	-0.018	0.873	-0.635	0.565	0.336	0.507	0.126	-1.187	-0.333	-0.251	not significant	not significant	not significant	not significant	P70677	CASP3
0.196	0.085	0.12	0.029	-0.05	-0.397	-0.117	0.194	-0.058	-0.564	-0.554	-0.552	0.279	0	-0.01	0.548	0.522	0.332	significant	not significant	not significant	not significant	Q9WUF3	CASP8AP2
1.03	-1.903	-0.558	1.188	2.112	1.544	-1.068	-1.005	-1.341	0.04	0.07	0.035	0.961	0.842	0.896	-0.99	-0.972	-0.882	significant	significant	significant	significant	"Q9CWL2;Q9CWL2-2"	CASZ1
-0.135	-0.126	-0.309	0.41	0.321	0.327	-0.213	-0.092	-0.184	0.618	0.742	0.724	0.948	0.339	-0.133	-0.929	-0.435	-1.874	significant	significant	significant	not significant	P24270	CAT
0.726	0.703	0.764	0.335	-0.365	-0.673	-0.357	-0.241	-0.892	0.698	0.434	0.403	-0.927	-0.443	-0.418	-0.161	0.511	-0.098	significant	not significant	significant	significant	O54724	CAVIN1
0.125	-0.254	0.048	0.073	-0.105	0.148	-0.745	0.393	0.318	-0.08	-0.311	-0.368	0.359	0.807	0.997	-0.571	-0.477	-0.355	significant	significant	not significant	not significant	O70374	CBFA2T2
0.482	0.504	0.799	-1.065	-0.326	-0.534	0.217	0.25	-0.327	0.276	0.229	-0.14	0.834	0.581	0.13	-1.172	-0.851	0.113	significant	not significant	significant	significant	Q08024-4	CBFB
-0.177	-0.145	-0.352	0.439	0.412	0.208	0.096	-0.434	-0.047	-1.726	0.288	-2.638	1.632	1.118	1.445	0.931	-0.74	-0.31	significant	significant	significant	not significant	P22682	CBL
0.226	-0.054	0.061	0.07	0.175	-0.032	-0.184	-0.086	-0.176	-0.385	-0.213	0.068	-0.13	0.076	0.164	0.055	0.217	0.149	not significant	not significant	not significant	not significant	Q9JIY2	CBLL1
-0.213	-0.276	-0.232	0.264	0.171	0.197	0.06	0.116	-0.088	-0.204	-0.246	-0.361	0.516	0.332	0.034	0.088	0.139	-0.298	not significant	not significant	not significant	not significant	Q8BME9	CBLN4
-0.583	-0.619	-0.612	0.041	0.064	-0.022	0.622	0.558	0.55	-1.149	-1.506	-1.215	1.225	1.338	0.67	0.311	0.147	0.179	significant	significant	significant	significant	P48758	CBR1
-0.678	-0.55	-0.561	1.497	1.43	1.44	-0.788	-0.836	-0.953	-0.135	-1.616	-1.145	2.611	2.679	2.216	-1.312	-1.571	-1.727	significant	significant	significant	significant	Q8K354	CBR3
0.01	0.149	0.076	-0.22	-0.15	-0.161	-0.009	0.13	0.173	-0.275	0.34	-0.197	0.203	-0.258	-0.05	-0.143	0.168	0.213	not significant	not significant	not significant	not significant	Q91VT4	CBR4
-0.111	0.034	-0.077	0.217	0.189	0.147	-0.283	0.013	-0.129	-0.097	-0.839	1.137	0.474	0.157	-0.273	0.767	-1.951	0.625	not significant	not significant	not significant	not significant	Q8VEH6	CBWD1
-0.258	-0.154	-0.171	0.445	0.42	0.407	-0.246	-0.248	-0.194	-0.516	-0.464	-0.514	0.452	0.363	0.451	0.086	-0.003	0.147	significant	not significant	significant	not significant	P83917	CBX1
-1.495	-1.099	-0.961	-0.663	-0.305	0.477	1.405	1.549	1.093	-1.63	-1.445	-1.322	0.182	-0.072	0.125	1.35	1.441	1.371	significant	significant	significant	significant	P30658	CBX2
0.376	0.264	0.393	-0.193	-0.101	-0.098	-0.189	-0.135	-0.315	-0.167	-0.21	-0.239	0.052	0.152	0	0.059	0.205	0.149	not significant	not significant	significant	not significant	P23198	CBX3
-0.167	-0.154	-0.181	-0.23	-0.093	-0.206	0.376	0.31	0.344	-0.736	-0.668	-0.742	0.038	0.283	0.297	0.401	0.434	0.694	significant	significant	significant	not significant	Q61686	CBX5
-1.134	-0.933	1.764	-1.097	2.353	-1.014	-0.759	-0.75	1.57	-0.526	-0.453	-0.609	0.426	0.368	0.288	0.156	0.224	0.126	significant	not significant	not significant	not significant	Q9DBY5	CBX6
0.833	1.106	0.885	-3.28	1.092	-2.751	1.031	1.046	0.038	-0.19	-0.086	0.078	0.498	0.681	0.144	-0.962	-0.313	0.149	not significant	not significant	significant	significant	Q8VDS3	CBX7
-0.078	-0.64	-0.333	0.349	-0.308	0.454	-0.848	-0.223	1.627	-1.596	-1.97	-0.941	-1.089	-2.217	-0.858	3.241	2.962	2.467	significant	significant	not significant	not significant	Q9QXV1	CBX8
-1.178	-0.006	-0.087	-2.154	-1.411	-0.182	1.802	1.518	1.697	0.221	0.585	0.265	-0.353	-0.706	-1.114	0.363	0.131	0.608	significant	not significant	significant	significant	Q9D1C2	CBY1
0.83	0.826	0.762	-0.15	-0.568	-0.498	-0.342	-0.546	-0.314	0.332	0.209	0.262	0.408	0.53	-0.073	-0.523	-0.707	-0.438	significant	not significant	significant	significant	Q8K1A6	CC2D1A
0.483	0.366	0.277	-0.001	-0.034	-0.183	-0.246	-0.343	-0.319	1.852	1.568	1.159	-0.288	0.875	-3.858	4.156	-2.945	-2.52	not significant	not significant	significant	not significant	Q8BRN9	CC2D1B
0	0	0	0	0	0	0	0	0	-0.117	0.101	-0.105	-0.361	-0.438	-0.334	0.55	0.412	0.293	significant	not significant	not significant	not significant	"Q8CFW7;Q8CFW7-2"	CC2D2A
-0.051	-0.034	-0.093	-0.142	-0.127	-0.284	0.246	0.195	0.289	0.066	0.069	0.055	-0.201	-0.276	-0.165	0.14	0.109	0.204	not significant	not significant	not significant	not significant	"Q8CH18;Q8CH18-3"	CCAR1
-0.346	-0.331	-0.302	-0.034	-0.136	-0.149	0.498	0.473	0.328	0.12	0.114	0.158	-0.122	-0.353	-0.4	0.105	0.124	0.255	not significant	not significant	significant	not significant	Q8VDP4	CCAR2
-0.175	0.229	0.21	-0.461	-0.598	-0.47	0.394	0.555	0.316	-2.532	-3.21	-3.606	1.454	0.689	1.372	1.804	2.084	1.945	significant	significant	significant	not significant	Q3ULM0	CCDC106
0	0	0	0	0	0	0	0	0	-0.232	-0.604	-0.308	-0.046	0.37	0.21	0.444	0.273	-0.107	not significant	not significant	not significant	not significant	A0AUP1	CCDC112
0.471	0.269	0.237	-0.057	-0.049	-0.003	-0.234	-0.326	-0.308	1.449	1.137	1.249	0.717	-0.023	0.024	-1.819	-1.777	-0.955	significant	significant	significant	not significant	Q8VE99	CCDC115
-0.11	-0.315	-0.209	0.166	-0.005	0.029	0.182	0.271	-0.011	0.229	0.097	0.055	-0.029	-0.281	-0.185	0.253	0.027	-0.165	not significant	not significant	not significant	not significant	Q8R344	CCDC12
-0.941	-0.697	-0.653	0.821	1.288	0.451	0.397	-0.355	-0.311	-0.226	-0.364	-0.131	0.528	0.528	0.731	-0.532	-0.38	-0.154	significant	not significant	significant	significant	A2AEV7	CCDC120
0.184	0.268	0.214	-0.08	-0.145	-0.103	-0.101	-0.009	-0.229	0.221	0.226	0.126	0.048	-0.501	-0.246	0.115	-0.045	0.056	not significant	not significant	not significant	not significant	Q9D8X2	CCDC124
0.148	-0.329	-0.118	-0.361	-0.321	-0.613	0.454	0.525	0.615	-1.404	-1.903	-1.657	1.539	0.575	-0.306	1.449	0.745	0.962	significant	significant	significant	significant	Q3TC33	CCDC127
1.55	1.487	1.116	0.232	0.192	0.06	-2.026	-2.22	-0.392	0.376	0.53	0.46	-0.032	-0.047	-0.19	-0.332	-0.345	-0.421	significant	not significant	significant	significant	Q9D516	CCDC130
-0.609	-0.692	-0.496	-0.462	-0.508	-0.456	1.092	1.071	1.06	-0.201	-1.047	-1.324	-0.609	-2.023	-0.606	1.951	2.338	1.521	significant	significant	significant	significant	"Q8C7V8;Q8C7V8-2"	CCDC134
-0.801	-0.764	-0.573	0.512	-0.137	0.44	0.375	0.316	0.633	-0.422	-0.709	-0.491	0.85	1.007	0.634	-0.039	-0.26	-0.571	significant	significant	significant	significant	"Q3TVA9;Q3TVA9-2"	CCDC136
-0.391	-0.371	-0.608	-0.02	-0.37	-0.235	0.632	0.644	0.719	-0.432	-0.387	-0.491	-0.262	-0.256	-0.251	0.661	0.745	0.674	significant	significant	significant	significant	Q8R0K4	CCDC137
0	0	0	0	0	0	0	0	0	1.041	0.546	-1.184	-0.405	-0.621	-2.523	1.076	1.038	1.031	significant	significant	not significant	not significant	Q0VF22	CCDC138
0.224	0.453	0.533	0.103	-0.15	-0.523	-0.188	-0.188	-0.264	0.319	0.303	0.353	-0.217	-0.175	-0.252	-0.089	-0.056	-0.185	not significant	not significant	significant	not significant	Q8K2J4	CCDC14
1.208	1.176	1.266	-1.604	-0.366	-1.058	-0.619	-1.563	1.561	2.382	2.315	2.396	1.027	-0.69	-2.989	-0.718	-1.707	-2.016	significant	significant	significant	significant	"A2AST1;E9Q8Q6"	CCDC141
0.549	0.49	0.45	-0.67	-0.053	-0.188	-0.568	-0.253	0.243	-0.446	-0.773	-1.103	1.465	1.185	0.901	-0.9	0.538	-0.867	significant	significant	significant	not significant	E9Q9F7	CCDC146
-2.483	-1.063	-1.954	0.463	1.612	-1.701	1.872	1.698	1.555	-0.255	-0.378	-0.024	0.209	0.019	0.165	-0.011	0.142	0.133	not significant	not significant	significant	significant	"Q8C9M2;Q8C9M2-2"	CCDC15
1.456	0.843	0.569	-1.884	-0.006	-0.354	0.515	-0.036	-1.104	-1.22	-0.382	-1.021	1.223	0.939	1.461	-1.893	-0.561	1.453	significant	not significant	significant	significant	Q8CDI7	CCDC150
-0.761	-0.851	-0.89	-0.723	-0.324	0.413	1.15	1.095	0.89	-0.621	-0.691	-0.874	-0.746	-0.642	-0.453	1.365	1.478	1.185	significant	significant	significant	significant	Q3UYG1	CCDC160
-0.182	-0.032	-0.187	-0.513	-0.73	-0.255	0.733	0.605	0.562	-0.298	-0.45	-1.181	-0.148	-0.354	-0.469	0.955	1.092	0.853	significant	significant	significant	significant	"Q9D162;Q9D162-2;Q9D162-3"	CCDC167
0.199	0.274	0.153	-0.34	-0.114	-0.192	0.275	-0.163	-0.092	0.417	0.353	0.485	-0.14	-0.151	-0.053	-0.542	-0.283	-0.085	significant	not significant	not significant	not significant	Q3U155	CCDC174
0.496	0.496	-0.112	0.27	-0.193	0.918	-0.797	-0.625	-0.453	0.338	0.232	0.328	-0.12	0.206	0.154	-0.362	-0.181	-0.595	not significant	not significant	significant	not significant	Q640L5	CCDC18
-4.607	1.311	-3.154	-0.156	0.03	1.57	1.858	1.8	1.35	-1.062	-0.456	-0.242	0.077	0.06	-0.103	0.986	0.431	0.307	significant	not significant	significant	significant	J3QQ27	CCDC191
-0.601	-0.478	-0.551	-0.183	-0.186	-0.011	0.732	0.737	0.54	-0.34	-0.089	-0.365	0.627	0.359	0.598	-0.049	-0.519	-0.223	significant	not significant	significant	significant	Q9JIG7	CCDC22
-0.716	-0.727	-0.73	0.303	0.306	0.372	0.59	0.824	-0.223	-0.743	-0.277	-0.948	0.77	0.312	-0.074	0.848	0.178	-0.066	significant	not significant	significant	significant	"G3UX80;G3UZ16;Q3UFK1"	CCDC28A
-0.257	-0.422	-0.439	-0.19	-0.098	-0.263	0.496	0.588	0.584	0.01	-2.599	-3.59	1.188	1.201	0.923	0.836	1.082	0.95	significant	significant	significant	significant	Q8CEG5	CCDC28B
0	0	0	0	0	0	0	0	0	-2.018	0.316	-1.902	0.89	-0.22	0.897	0.849	0.599	0.589	significant	significant	not significant	not significant	Q3UI66	CCDC34
-0.339	-0.327	-0.348	-0.156	-0.063	-0.315	0.45	0.476	0.623	-0.254	-0.189	-0.252	-0.142	-0.18	-0.259	0.407	0.297	0.571	significant	not significant	significant	significant	Q9D024	CCDC47
-0.441	-0.492	-0.537	-0.129	-0.23	-0.069	0.607	0.702	0.589	-2.849	-1.405	-1.611	-2.504	2.004	1.984	2.118	1.152	1.11	significant	significant	significant	significant	"Q810U5;Q810U5-3"	CCDC50
-0.181	0.15	-0.085	0.068	-0.216	0.312	0.076	-0.318	0.195	0.481	0.404	0.679	0.156	0.286	-0.614	-0.383	-0.979	-0.03	significant	not significant	not significant	not significant	"Q3URS9;Q3URS9-2"	CCDC51
0.25	-0.546	0.275	-0.672	-0.692	-0.614	1.445	-0.887	1.441	0.198	0.217	0.053	-0.41	0.259	-1.986	1.05	0.265	0.354	significant	not significant	significant	not significant	Q6PHN1	CCDC57
0.368	0.349	-0.032	-0.061	-1.198	0.709	-0.157	0.247	-0.224	0.025	-0.049	-0.097	-0.241	-0.223	-0.096	0.203	0.2	0.278	not significant	not significant	not significant	not significant	Q8R2N0	CCDC59
-0.699	-0.729	-0.659	0.037	-0.024	0.155	0.589	0.7	0.629	0.461	1.596	1.932	-0.974	-0.317	-0.216	-1.004	0.018	-1.496	significant	significant	significant	significant	D3YZP9	CCDC6
0.395	0.354	0.457	-0.036	0.042	-0.045	-0.051	-0.605	-0.511	0.181	0.338	0.264	-0.231	0.04	0.02	-0.234	0.026	-0.405	not significant	not significant	significant	not significant	Q3UJV1	CCDC61
-0.492	-1.937	-0.165	1.027	-0.669	1.392	0.731	0.245	-0.132	-0.152	-0.562	-0.24	-0.046	-0.075	0.337	0.117	0.392	0.23	not significant	not significant	significant	not significant	Q6NS45	CCDC66
-0.002	-1.28	-0.334	-0.141	0.14	0.393	0.469	0.549	0.205	-0.677	-0.726	-0.559	0.049	0.381	0.192	0.501	0.338	0.501	significant	significant	significant	not significant	Q8VEG0	CCDC71
-0.733	0.736	-0.439	0.019	-0.537	-1.53	0.259	1.018	1.207	-1.497	-1.466	-1.404	0.31	-0.246	0.137	1.178	1.6	1.389	significant	significant	significant	not significant	E9Q4T4	CCDC71L
0.217	0.049	-0.228	0.219	0.314	0.127	-0.214	-0.15	-0.335	-0.089	-0.011	0.042	-0.071	0.004	0.234	0.037	-0.026	-0.12	not significant	not significant	not significant	not significant	Q9CZH8	CCDC77
-1.116	-1.515	-1.533	1.096	0.567	1.475	-0.467	2.061	-0.567	1.321	-6.762	1.239	-0.315	0.864	0.771	1.166	0.04	1.676	not significant	not significant	significant	significant	D3YZV8	CCDC8
-1.199	-2.102	-1.598	0.824	0.652	0.722	0.68	1.346	0.675	-0.202	-0.627	-0.71	0.861	0.387	0.35	0.055	0.133	-0.248	significant	not significant	significant	significant	E9Q6B2	CCDC85C
-0.317	-0.366	-0.499	0.592	0.467	-0.007	0.074	0.143	-0.089	0.007	0.051	-0.004	0.193	-0.146	0.187	-0.103	-0.104	-0.08	not significant	not significant	significant	not significant	Q9JJ89	CCDC86
-0.148	0.043	-0.19	-0.059	-0.388	-0.489	0.364	0.628	0.238	-0.58	-0.37	-0.486	-0.018	0.375	0.075	0.721	0.402	-0.119	significant	not significant	significant	not significant	"Q5SNZ0;Q5SNZ0-2;Q5SNZ0-3"	CCDC88A
-0.114	-0.293	-0.292	1.067	1.085	1.158	-1.215	-0.596	-0.8	0.202	0.315	0.305	0.835	0.811	0.547	-0.852	-0.898	-1.265	significant	significant	significant	significant	"Q6VGS5;Q6VGS5-2"	CCDC88C
-0.166	-0.274	-0.419	-0.148	-0.389	0.091	0.303	0.584	0.417	-0.008	-0.255	-0.518	0.346	0.086	-0.058	-0.33	0.235	0.504	not significant	not significant	significant	not significant	Q8VC31	CCDC9
-0.337	-0.282	-0.276	-0.262	-0.12	-0.204	0.532	0.545	0.405	-0.2	0.188	0.234	-0.627	0.913	-0.095	-0.583	0.052	0.117	not significant	not significant	significant	significant	Q7TQK5	CCDC93
-0.029	-0.166	-0.101	0.199	0.137	0.384	-0.116	-0.029	-0.28	-0.219	0.126	0.282	1.617	1.298	0.967	-1.363	-1.227	-1.481	significant	significant	not significant	not significant	Q9DBT3	CCDC97
0.776	-0.187	0.055	-1.741	1.48	-1.704	0.821	-0.332	0.832	0.7	0.728	0.699	-0.292	-1.384	-0.349	-0.321	0.2	0.02	significant	not significant	not significant	not significant	Q8K2I2	CCHCR1
0.239	0.231	0.225	0.079	0.1	0.399	-0.542	-0.421	-0.31	0.379	0.565	0.538	0.141	0.609	0.255	-0.659	-0.907	-0.921	significant	significant	significant	not significant	P51943	CCNA2
0.142	-0.098	0.091	0.043	0.335	0.099	-0.049	0.01	-0.574	-0.622	-0.45	-0.577	0.455	0.48	0.564	0.237	0.176	-0.264	significant	not significant	not significant	not significant	P24860	CCNB1
-0.159	-0.122	-0.519	0.238	-0.111	0.523	-0.034	0.202	-0.018	-0.029	-0.371	-0.221	0.528	-0.133	0.308	0.548	-0.2	-0.431	not significant	not significant	not significant	not significant	P30276	CCNB2
0	0	0	0	0	0	0	0	0	0.037	-0.264	0.292	0.61	0.768	-0.177	-0.566	-0.537	-0.163	not significant	not significant	not significant	not significant	Q810T2	CCNB3
-1.055	-0.754	-1.41	0.269	0.955	0.154	0.996	-0.997	1.841	-0.334	-0.41	-2.928	0.672	0.815	0.738	0.378	0.836	0.234	significant	significant	significant	significant	Q62447	CCNC
-0.581	-1.697	-1.241	0.908	0.62	0.624	0.301	0.018	1.049	0.032	0.671	-0.539	0.166	-0.187	0.198	-0.112	0.039	-0.268	not significant	not significant	significant	significant	"Q3TVC7;Q3TVC7-2;Q3TVC7-3"	CCNDBP1
-1.219	-0.979	-0.447	0.676	0.666	0.776	-0.172	0.382	0.317	0.083	-0.511	-0.306	0.023	0.123	0.326	0.114	0.291	-0.144	not significant	not significant	significant	significant	O88874	CCNK
0	0	0	0	0	0	0	0	0	0.188	0.26	0.091	-0.338	0.071	0.67	-0.316	-0.012	-0.615	not significant	not significant	not significant	not significant	Q52KE7	CCNL1
-0.162	0.094	0.19	0.058	0.009	-0.133	-0.162	-0.203	0.31	-0.669	0.24	-0.247	0.062	0.273	0.464	-0.386	0.35	-0.087	not significant	not significant	not significant	not significant	Q9JJA7	CCNL2
